customer_id,signup_date,acquisition_channel
C100841,2024-10-13,Google Ads
C100842,2025-06-15,Meta Ads
C100843,2024-10-02,Meta Ads
C100844,2025-01-11,Meta Ads
C100845,2025-01-20,Google Ads
C100846,2025-10-07,Google Ads
C100847,2025-02-19,Influencer
C100848,2025-11-14,Meta Ads
C100849,2024-11-20,Google Ads
C100850,2025-03-05,Meta Ads
C100851,2024-11-10,Google Ads
C100852,2025-02-04,Google Ads
C100853,2025-05-05,Meta Ads
C100854,2025-10-30,Meta Ads
C100855,2026-01-28,Influencer
C100856,2025-04-12,Influencer
C100857,2026-01-07,Google Ads
C100858,2025-05-15,Influencer
C100859,2025-06-04,Referral
C100860,2025-05-20,Meta Ads
C100861,2024-11-15,Influencer
C100862,2025-07-23,Organic
C100863,2024-11-27,Organic
C100864,2025-10-15,Influencer
C100865,2025-11-19,Influencer
C100866,2025-03-09,Google Ads
C100867,2025-09-15,Meta Ads
C100868,2025-12-07,Organic
C100869,2025-03-24,Influencer
C100870,2025-03-10,Meta Ads
C100871,2025-05-17,Meta Ads
C100872,2024-10-09,Influencer
C100873,2025-07-29,Influencer
C100874,2025-01-21,Meta Ads
C100875,2025-06-29,Organic
C100876,2025-09-13,Google Ads
C100877,2025-06-12,Influencer
C100878,2024-11-22,Google Ads
C100879,2024-11-18,Meta Ads
C100880,2024-10-28,Influencer
C100881,2025-05-23,Meta Ads
C100882,2025-02-04,Organic
C100883,2026-01-05,Google Ads
C100884,2025-09-29,Meta Ads
C100885,2025-08-17,Google Ads
C100886,2026-01-12,Influencer
C100887,2024-11-18,Google Ads
C100888,2025-08-03,Meta Ads
C100889,2026-01-10,Meta Ads
C100890,2025-10-19,Organic
C100891,2025-07-30,Google Ads
C100892,2025-11-11,Influencer
C100893,2025-02-24,Google Ads
C100894,2025-04-24,Meta Ads
C100895,2024-12-31,Meta Ads
C100896,2025-06-02,Organic
C100897,2024-11-19,Meta Ads
C100898,2024-11-07,Organic
C100899,2025-02-25,Meta Ads
C100900,2025-03-06,Meta Ads
C100901,2025-08-03,Google Ads
C100902,2025-03-10,Referral
C100903,2025-05-12,Organic
C100904,2025-01-05,Influencer
C100905,2025-04-18,Influencer
C100906,2024-10-05,Organic
C100907,2025-12-16,Google Ads
C100908,2025-07-06,Google Ads
C100909,2025-06-30,Google Ads
C100910,2025-06-08,Google Ads
C100911,2025-04-25,Referral
C100912,2025-08-24,Organic
C100913,2024-10-11,Google Ads
C100914,2025-06-13,Meta Ads
C100915,2025-02-09,Organic
C100916,2025-02-01,Meta Ads
C100917,2025-04-29,Google Ads
C100918,2025-06-07,Influencer
C100919,2026-01-19,Google Ads
C100920,2025-06-12,Meta Ads
C100921,2025-07-12,Meta Ads
C100922,2024-12-03,Meta Ads
C100923,2024-11-24,Google Ads
C100924,2025-10-20,Google Ads
C100925,2025-10-20,Referral
C100926,2025-12-03,Influencer
C100927,2025-11-07,Meta Ads
C100928,2025-12-17,Influencer
C100929,2024-12-03,Google Ads
C100930,2024-12-09,Referral
C100931,2025-05-27,Influencer
C100932,2025-12-06,Google Ads
C100933,2025-04-18,Meta Ads
C100934,2025-10-22,Meta Ads
C100935,2025-04-17,Influencer
C100936,2025-03-27,Meta Ads
C100937,2024-12-25,Google Ads
C100938,2025-09-03,Influencer
C100939,2025-08-10,Google Ads
C100940,2025-11-28,Meta Ads
C100941,2024-12-21,Google Ads
C100942,2025-05-12,Google Ads
C100943,2025-07-24,Organic
C100944,2024-11-22,Influencer
C100945,2024-12-04,Meta Ads
C100946,2025-09-05,Meta Ads
C100947,2025-08-12,Meta Ads
C100948,2025-05-28,Organic
C100949,2024-10-11,Meta Ads
C100950,2025-01-07,Meta Ads
C100951,2025-06-03,Meta Ads
C100952,2025-07-29,Influencer
C100953,2025-09-28,Referral
C100954,2024-10-15,Meta Ads
C100955,2025-12-23,Influencer
C100956,2025-03-12,Google Ads
C100957,2025-12-07,Influencer
C100958,2024-10-21,Meta Ads
C100959,2025-10-04,Google Ads
C100960,2025-05-22,Influencer
C100961,2025-10-03,Google Ads
C100962,2024-10-12,Meta Ads
C100963,2025-06-03,Referral
C100964,2024-12-03,Meta Ads
C100965,2025-12-20,Referral
C100966,2025-04-07,Meta Ads
C100967,2025-02-22,Influencer
C100968,2025-01-18,Meta Ads
C100969,2025-08-17,Google Ads
C100970,2025-04-19,Google Ads
C100971,2024-12-09,Meta Ads
C100972,2025-02-14,Meta Ads
C100973,2025-01-12,Referral
C100974,2025-09-25,Google Ads
C100975,2024-12-30,Meta Ads
C100976,2025-08-16,Google Ads
C100977,2025-05-20,Organic
C100978,2025-10-31,Organic
C100979,2025-04-29,Meta Ads
C100980,2026-02-04,Referral
C100981,2024-12-11,Meta Ads
C100982,2025-04-08,Organic
C100983,2025-06-09,Referral
C100984,2024-12-17,Meta Ads
C100985,2025-03-25,Meta Ads
C100986,2025-03-27,Meta Ads
C100987,2025-11-25,Google Ads
C100988,2025-05-18,Meta Ads
C100989,2025-08-21,Meta Ads
C100990,2025-03-01,Google Ads
C100991,2025-04-18,Meta Ads
C100992,2024-11-27,Meta Ads
C100993,2025-11-26,Meta Ads
C100994,2025-06-12,Meta Ads
C100995,2025-09-08,Influencer
C100996,2025-05-13,Meta Ads
C100997,2025-06-30,Google Ads
C100998,2025-01-27,Meta Ads
C100999,2025-12-18,Influencer
C101000,2025-08-20,Google Ads
C101001,2025-01-01,Meta Ads
C101002,2025-04-09,Organic
C101003,2025-01-17,Meta Ads
C101004,2026-01-27,Organic
C101005,2024-10-14,Referral
C101006,2026-02-07,Google Ads
C101007,2024-10-29,Influencer
C101008,2025-01-05,Google Ads
C101009,2025-05-30,Organic
C101010,2025-10-19,Meta Ads
C101011,2025-12-29,Google Ads
C101012,2025-09-10,Influencer
C101013,2025-05-10,Meta Ads
C101014,2025-04-01,Google Ads
C101015,2024-10-29,Organic
C101016,2025-01-22,Meta Ads
C101017,2025-07-24,Meta Ads
C101018,2024-12-28,Meta Ads
C101019,2025-04-12,Meta Ads
C101020,2025-09-23,Referral
C101021,2025-10-11,Organic
C101022,2025-10-29,Influencer
C101023,2025-07-29,Google Ads
C101024,2026-01-06,Influencer
C101025,2025-04-09,Meta Ads
C101026,2025-09-01,Meta Ads
C101027,2025-09-28,Organic
C101028,2025-05-07,Google Ads
C101029,2025-02-22,Influencer
C101030,2024-10-31,Google Ads
C101031,2025-06-05,Google Ads
C101032,2025-09-17,Meta Ads
C101033,2025-11-16,Google Ads
C101034,2025-08-08,Influencer
C101035,2025-01-10,Google Ads
C101036,2025-03-04,Influencer
C101037,2026-01-14,Referral
C101038,2025-11-27,Google Ads
C101039,2026-01-31,Influencer
C101040,2025-12-05,Referral
C101041,2025-06-19,Google Ads
C101042,2024-11-11,Referral
C101043,2024-12-22,Referral
C101044,2025-02-25,Meta Ads
C101045,2025-05-12,Organic
C101046,2025-05-24,Meta Ads
C101047,2025-05-12,Organic
C101048,2025-04-17,Meta Ads
C101049,2026-02-02,Referral
C101050,2025-08-23,Meta Ads
C101051,2024-12-27,Meta Ads
C101052,2025-05-14,Influencer
C101053,2025-04-29,Meta Ads
C101054,2025-04-25,Influencer
C101055,2025-09-13,Influencer
C101056,2025-06-28,Google Ads
C101057,2025-12-07,Meta Ads
C101058,2024-10-22,Google Ads
C101059,2024-12-18,Organic
C101060,2025-06-02,Meta Ads
C101061,2026-02-11,Referral
C101062,2025-02-19,Meta Ads
C101063,2024-11-04,Influencer
C101064,2025-05-15,Google Ads
C101065,2025-06-06,Google Ads
C101066,2025-11-17,Meta Ads
C101067,2025-03-06,Organic
C101068,2024-11-04,Organic
C101069,2025-07-20,Meta Ads
C101070,2026-01-04,Meta Ads
C101071,2025-12-26,Google Ads
C101072,2024-10-14,Google Ads
C101073,2025-03-21,Google Ads
C101074,2025-04-08,Meta Ads
C101075,2024-11-09,Meta Ads
C101076,2025-10-08,Referral
C101077,2025-02-27,Google Ads
C101078,2025-03-01,Meta Ads
C101079,2024-11-13,Influencer
C101080,2026-01-20,Meta Ads
C101081,2024-10-04,Meta Ads
C101082,2026-01-18,Meta Ads
C101083,2025-10-13,Influencer
C101084,2025-10-28,Organic
C101085,2025-12-28,Organic
C101086,2025-12-22,Google Ads
C101087,2025-01-24,Google Ads
C101088,2024-11-30,Organic
C101089,2025-12-28,Referral
C101090,2024-12-19,Organic
C101091,2025-11-04,Google Ads
C101092,2025-01-06,Meta Ads
C101093,2025-02-05,Organic
C101094,2025-01-19,Meta Ads
C101095,2024-12-25,Referral
C101096,2025-08-22,Referral
C101097,2025-01-19,Meta Ads
C101098,2025-07-19,Organic
C101099,2025-04-26,Organic
C101100,2026-01-04,Organic
C101101,2025-06-27,Google Ads
C101102,2024-12-25,Meta Ads
C101103,2025-11-10,Influencer
C101104,2024-11-20,Meta Ads
C101105,2026-01-23,Meta Ads
C101106,2025-04-11,Google Ads
C101107,2026-01-04,Google Ads
C101108,2025-01-15,Influencer
C101109,2025-09-29,Google Ads
C101110,2026-01-08,Google Ads
C101111,2025-02-09,Referral
C101112,2024-10-06,Influencer
C101113,2025-05-05,Organic
C101114,2024-11-16,Meta Ads
C101115,2025-08-30,Meta Ads
C101116,2025-02-20,Google Ads
C101117,2024-12-15,Influencer
C101118,2024-12-17,Meta Ads
C101119,2026-02-07,Meta Ads
C101120,2026-01-06,Meta Ads
C101121,2025-12-25,Referral
C101122,2025-06-17,Referral
C101123,2025-03-31,Organic
C101124,2025-11-20,Meta Ads
C101125,2026-01-14,Meta Ads
C101126,2025-10-30,Google Ads
C101127,2025-09-17,Google Ads
C101128,2026-02-07,Meta Ads
C101129,2024-11-25,Google Ads
C101130,2024-12-10,Meta Ads
C101131,2025-06-08,Meta Ads
C101132,2025-12-02,Organic
C101133,2025-03-05,Meta Ads
C101134,2025-03-11,Google Ads
C101135,2025-08-17,Meta Ads
C101136,2025-01-29,Influencer
C101137,2024-12-09,Google Ads
C101138,2025-05-12,Meta Ads
C101139,2025-05-19,Google Ads
C101140,2025-10-06,Meta Ads
C101141,2025-01-14,Organic
C101142,2025-05-12,Meta Ads
C101143,2025-07-14,Meta Ads
C101144,2025-12-18,Meta Ads
C101145,2025-06-17,Meta Ads
C101146,2025-01-29,Meta Ads
C101147,2025-01-11,Google Ads
C101148,2025-11-01,Meta Ads
C101149,2025-06-24,Organic
C101150,2025-05-04,Influencer
C101151,2024-11-08,Influencer
C101152,2025-12-01,Referral
C101153,2025-10-01,Meta Ads
C101154,2025-10-31,Google Ads
C101155,2025-02-09,Meta Ads
C101156,2026-01-18,Organic
C101157,2025-07-09,Organic
C101158,2024-12-06,Influencer
C101159,2024-11-01,Meta Ads
C101160,2025-08-06,Referral
C101161,2025-01-02,Meta Ads
C101162,2025-06-25,Meta Ads
C101163,2024-11-16,Meta Ads
C101164,2024-11-25,Organic
C101165,2024-12-04,Organic
C101166,2025-05-18,Influencer
C101167,2025-05-02,Google Ads
C101168,2025-05-10,Google Ads
C101169,2025-08-23,Meta Ads
C101170,2025-04-08,Meta Ads
C101171,2024-12-19,Organic
C101172,2025-11-01,Referral
C101173,2025-11-06,Influencer
C101174,2026-01-13,Organic
C101175,2025-02-25,Organic
C101176,2025-07-20,Meta Ads
C101177,2024-11-25,Meta Ads
C101178,2025-04-24,Google Ads
C101179,2025-07-17,Referral
C101180,2025-08-02,Meta Ads
C101181,2025-06-03,Meta Ads
C101182,2025-04-19,Google Ads
C101183,2025-02-22,Influencer
C101184,2026-02-11,Referral
C101185,2025-05-29,Google Ads
C101186,2026-01-20,Meta Ads
C101187,2024-12-10,Referral
C101188,2025-03-21,Organic
C101189,2025-02-16,Meta Ads
C101190,2025-02-22,Meta Ads
C101191,2024-11-17,Organic
C101192,2025-09-22,Influencer
C101193,2025-10-25,Referral
C101194,2026-01-30,Organic
C101195,2026-01-16,Organic
C101196,2024-10-15,Influencer
C101197,2025-06-12,Google Ads
C101198,2024-12-17,Referral
C101199,2025-06-04,Google Ads
C101200,2024-11-27,Google Ads
C101201,2025-10-02,Google Ads
C101202,2024-10-14,Meta Ads
C101203,2025-08-08,Meta Ads
C101204,2026-02-01,Referral
C101205,2025-07-29,Meta Ads
C101206,2024-12-11,Referral
C101207,2025-04-05,Meta Ads
C101208,2025-04-11,Google Ads
C101209,2025-11-08,Influencer
C101210,2025-07-13,Meta Ads
C101211,2025-01-15,Influencer
C101212,2025-12-07,Meta Ads
C101213,2025-10-23,Influencer
C101214,2025-06-30,Meta Ads
C101215,2025-09-17,Referral
C101216,2025-02-03,Referral
C101217,2025-06-18,Google Ads
C101218,2025-02-23,Referral
C101219,2025-05-20,Meta Ads
C101220,2025-06-08,Influencer
C101221,2025-03-18,Influencer
C101222,2024-12-27,Meta Ads
C101223,2025-01-17,Google Ads
C101224,2025-11-18,Google Ads
C101225,2025-12-28,Organic
C101226,2025-09-22,Organic
C101227,2025-10-24,Meta Ads
C101228,2025-06-01,Influencer
C101229,2025-10-15,Meta Ads
C101230,2025-03-27,Meta Ads
C101231,2024-12-15,Google Ads
C101232,2025-09-30,Meta Ads
C101233,2025-01-16,Google Ads
C101234,2025-04-15,Google Ads
C101235,2025-09-21,Meta Ads
C101236,2025-09-23,Organic
C101237,2025-10-07,Meta Ads
C101238,2025-08-17,Referral
C101239,2026-01-29,Influencer
C101240,2024-12-20,Meta Ads
C101241,2025-12-08,Meta Ads
C101242,2026-02-08,Organic
C101243,2025-09-08,Influencer
C101244,2024-10-04,Referral
C101245,2025-11-28,Influencer
C101246,2025-07-07,Meta Ads
C101247,2025-12-19,Meta Ads
C101248,2025-12-31,Meta Ads
C101249,2025-03-09,Google Ads
C101250,2025-10-14,Referral
C101251,2025-07-03,Organic
C101252,2026-02-07,Referral
C101253,2025-10-13,Google Ads
C101254,2026-01-11,Google Ads
C101255,2025-08-16,Meta Ads
C101256,2026-01-28,Meta Ads
C101257,2025-06-09,Meta Ads
C101258,2025-10-11,Google Ads
C101259,2024-10-13,Referral
C101260,2025-08-27,Meta Ads
C101261,2025-02-21,Meta Ads
C101262,2026-01-02,Meta Ads
C101263,2025-03-08,Referral
C101264,2025-05-30,Google Ads
C101265,2025-06-26,Influencer
C101266,2025-12-25,Organic
C101267,2025-01-07,Influencer
C101268,2025-12-11,Google Ads
C101269,2025-07-30,Influencer
C101270,2025-06-06,Organic
C101271,2025-06-10,Meta Ads
C101272,2025-10-02,Organic
C101273,2026-01-31,Google Ads
C101274,2025-12-08,Organic
C101275,2025-10-14,Meta Ads
C101276,2025-06-13,Organic
C101277,2025-07-15,Meta Ads
C101278,2025-03-24,Meta Ads
C101279,2025-10-28,Meta Ads
C101280,2025-09-06,Meta Ads
C101281,2025-08-07,Google Ads
C101282,2026-01-23,Organic
C101283,2025-04-07,Meta Ads
C101284,2025-06-05,Organic
C101285,2025-01-16,Google Ads
C101286,2025-11-14,Organic
C101287,2025-10-04,Influencer
C101288,2025-10-24,Influencer
C101289,2024-10-13,Organic
C101290,2025-06-05,Meta Ads
C101291,2026-01-03,Meta Ads
C101292,2025-09-25,Influencer
C101293,2025-09-27,Google Ads
C101294,2024-10-29,Influencer
C101295,2025-09-01,Influencer
C101296,2026-01-26,Influencer
C101297,2025-09-29,Google Ads
C101298,2024-11-07,Influencer
C101299,2025-02-04,Organic
C101300,2025-04-02,Influencer
C101301,2025-10-01,Referral
C101302,2025-11-09,Organic
C101303,2026-01-26,Google Ads
C101304,2025-08-12,Organic
C101305,2024-12-29,Referral
C101306,2024-12-01,Organic
C101307,2025-05-08,Referral
C101308,2025-06-04,Meta Ads
C101309,2025-05-31,Google Ads
C101310,2026-01-25,Google Ads
C101311,2026-01-19,Influencer
C101312,2025-06-28,Referral
C101313,2025-11-24,Referral
C101314,2025-08-23,Referral
C101315,2025-11-18,Meta Ads
C101316,2024-12-03,Meta Ads
C101317,2025-09-05,Meta Ads
C101318,2026-01-19,Meta Ads
C101319,2025-03-28,Google Ads
C101320,2025-06-11,Influencer
C101321,2024-10-16,Meta Ads
C101322,2025-06-01,Meta Ads
C101323,2025-04-01,Google Ads
C101324,2025-10-15,Google Ads
C101325,2024-12-06,Influencer
C101326,2024-10-19,Organic
C101327,2025-02-24,Influencer
C101328,2025-11-11,Organic
C101329,2025-02-01,Referral
C101330,2024-11-13,Google Ads
C101331,2024-12-01,Meta Ads
C101332,2024-11-29,Organic
C101333,2024-12-21,Influencer
C101334,2025-01-12,Meta Ads
C101335,2025-07-10,Organic
C101336,2025-07-07,Meta Ads
C101337,2025-12-20,Influencer
C101338,2025-07-13,Google Ads
C101339,2025-08-17,Referral
C101340,2026-01-12,Meta Ads
C101341,2024-11-12,Referral
C101342,2026-02-07,Google Ads
C101343,2025-10-28,Meta Ads
C101344,2025-10-10,Meta Ads
C101345,2024-11-12,Referral
C101346,2024-12-08,Referral
C101347,2025-11-12,Meta Ads
C101348,2025-08-16,Google Ads
C101349,2025-05-26,Referral
C101350,2025-10-19,Meta Ads
C101351,2026-01-26,Influencer
C101352,2025-03-18,Meta Ads
C101353,2025-08-28,Google Ads
C101354,2024-10-24,Google Ads
C101355,2026-01-14,Meta Ads
C101356,2024-12-03,Google Ads
C101357,2025-11-08,Google Ads
C101358,2026-02-10,Google Ads
C101359,2025-08-15,Google Ads
C101360,2026-01-13,Meta Ads
C101361,2025-04-02,Google Ads
C101362,2025-06-05,Meta Ads
C101363,2025-07-17,Meta Ads
C101364,2024-10-25,Meta Ads
C101365,2026-01-05,Organic
C101366,2025-03-05,Meta Ads
C101367,2024-11-24,Meta Ads
C101368,2025-02-01,Organic
C101369,2024-11-08,Meta Ads
C101370,2025-02-15,Influencer
C101371,2025-12-22,Meta Ads
C101372,2025-05-06,Influencer
C101373,2024-10-30,Google Ads
C101374,2026-02-11,Organic
C101375,2025-09-24,Meta Ads
C101376,2026-02-02,Influencer
C101377,2024-12-19,Organic
C101378,2026-01-24,Meta Ads
C101379,2025-05-07,Influencer
C101380,2025-06-05,Google Ads
C101381,2025-11-14,Google Ads
C101382,2024-10-25,Meta Ads
C101383,2025-04-05,Meta Ads
C101384,2025-11-09,Influencer
C101385,2025-01-22,Google Ads
C101386,2026-01-20,Referral
C101387,2025-06-15,Influencer
C101388,2025-03-18,Organic
C101389,2024-12-03,Meta Ads
C101390,2025-06-16,Meta Ads
C101391,2025-04-24,Meta Ads
C101392,2025-10-25,Organic
C101393,2025-12-30,Meta Ads
C101394,2025-07-28,Meta Ads
C101395,2025-08-20,Referral
C101396,2024-10-29,Influencer
C101397,2025-04-27,Referral
C101398,2025-03-26,Google Ads
C101399,2025-09-27,Meta Ads
C101400,2025-12-23,Meta Ads
C101401,2025-06-20,Google Ads
C101402,2025-08-04,Meta Ads
C101403,2025-06-26,Google Ads
C101404,2024-11-02,Meta Ads
C101405,2025-03-30,Meta Ads
C101406,2025-05-21,Organic
C101407,2024-11-03,Organic
C101408,2025-12-29,Influencer
C101409,2025-03-30,Referral
C101410,2025-10-18,Meta Ads
C101411,2026-01-01,Influencer
C101412,2025-07-29,Meta Ads
C101413,2025-10-12,Meta Ads
C101414,2025-07-22,Google Ads
C101415,2026-01-11,Meta Ads
C101416,2025-04-21,Google Ads
C101417,2025-12-16,Meta Ads
C101418,2025-07-03,Meta Ads
C101419,2024-12-27,Meta Ads
C101420,2024-12-28,Meta Ads
C101421,2025-07-23,Influencer
C101422,2025-03-01,Meta Ads
C101423,2024-10-19,Meta Ads
C101424,2025-11-16,Google Ads
C101425,2024-12-14,Meta Ads
C101426,2025-04-01,Referral
C101427,2025-07-01,Meta Ads
C101428,2026-02-02,Meta Ads
C101429,2025-06-22,Organic
C101430,2025-03-24,Google Ads
C101431,2025-12-09,Google Ads
C101432,2025-02-10,Google Ads
C101433,2025-10-06,Google Ads
C101434,2025-02-17,Referral
C101435,2025-07-28,Meta Ads
C101436,2025-10-19,Influencer
C101437,2025-09-16,Influencer
C101438,2025-06-30,Meta Ads
C101439,2025-10-22,Meta Ads
C101440,2025-06-26,Organic
C101441,2024-11-23,Organic
C101442,2024-11-12,Meta Ads
C101443,2024-11-08,Referral
C101444,2024-11-09,Referral
C101445,2025-12-31,Meta Ads
C101446,2024-12-17,Meta Ads
C101447,2025-04-12,Influencer
C101448,2025-06-15,Meta Ads
C101449,2024-11-24,Meta Ads
C101450,2024-10-25,Influencer
C101451,2025-05-01,Organic
C101452,2025-07-26,Organic
C101453,2024-12-09,Influencer
C101454,2025-02-23,Google Ads
C101455,2025-07-22,Meta Ads
C101456,2025-09-18,Referral
C101457,2025-03-30,Referral
C101458,2025-10-29,Meta Ads
C101459,2024-10-22,Google Ads
C101460,2025-04-14,Organic
C101461,2025-08-10,Influencer
C101462,2025-10-02,Meta Ads
C101463,2024-11-07,Google Ads
C101464,2025-02-16,Google Ads
C101465,2025-01-01,Meta Ads
C101466,2025-10-14,Meta Ads
C101467,2025-02-07,Organic
C101468,2024-12-14,Influencer
C101469,2025-10-06,Influencer
C101470,2025-11-16,Meta Ads
C101471,2025-07-28,Meta Ads
C101472,2025-05-25,Referral
C101473,2025-01-31,Google Ads
C101474,2024-12-17,Google Ads
C101475,2025-11-07,Organic
C101476,2024-10-22,Meta Ads
C101477,2024-11-09,Meta Ads
C101478,2026-01-08,Referral
C101479,2024-10-28,Google Ads
C101480,2025-04-12,Meta Ads
C101481,2025-11-27,Google Ads
C101482,2025-02-11,Meta Ads
C101483,2026-01-08,Influencer
C101484,2024-12-09,Meta Ads
C101485,2025-02-04,Meta Ads
C101486,2025-02-06,Google Ads
C101487,2025-07-26,Referral
C101488,2025-05-27,Referral
C101489,2024-11-26,Meta Ads
C101490,2025-08-02,Google Ads
C101491,2025-08-17,Meta Ads
C101492,2025-03-10,Google Ads
C101493,2025-02-06,Meta Ads
C101494,2024-11-17,Organic
C101495,2025-11-02,Meta Ads
C101496,2025-07-12,Meta Ads
C101497,2024-11-16,Meta Ads
C101498,2025-08-15,Meta Ads
C101499,2025-03-11,Google Ads
C101500,2025-08-11,Organic
C101501,2025-10-01,Google Ads
C101502,2025-09-23,Organic
C101503,2026-02-10,Organic
C101504,2025-04-14,Organic
C101505,2025-03-05,Meta Ads
C101506,2025-03-25,Google Ads
C101507,2026-02-10,Meta Ads
C101508,2025-03-03,Organic
C101509,2025-04-22,Google Ads
C101510,2025-07-20,Google Ads
C101511,2024-12-29,Google Ads
C101512,2025-06-12,Meta Ads
C101513,2025-04-15,Google Ads
C101514,2025-04-29,Meta Ads
C101515,2025-11-24,Meta Ads
C101516,2025-11-06,Referral
C101517,2025-07-29,Influencer
C101518,2024-12-19,Google Ads
C101519,2025-03-31,Organic
C101520,2025-10-15,Meta Ads
C101521,2025-07-24,Google Ads
C101522,2025-04-18,Organic
C101523,2024-12-16,Organic
C101524,2024-10-18,Meta Ads
C101525,2026-01-26,Organic
C101526,2025-09-08,Google Ads
C101527,2025-12-02,Meta Ads
C101528,2025-04-19,Influencer
C101529,2025-02-03,Meta Ads
C101530,2025-04-29,Influencer
C101531,2025-02-20,Google Ads
C101532,2024-11-23,Meta Ads
C101533,2025-09-03,Meta Ads
C101534,2025-12-11,Organic
C101535,2024-10-11,Meta Ads
C101536,2026-01-05,Google Ads
C101537,2024-11-20,Meta Ads
C101538,2025-11-29,Google Ads
C101539,2026-01-19,Google Ads
C101540,2025-11-24,Organic
C101541,2026-01-26,Referral
C101542,2024-12-10,Influencer
C101543,2025-01-06,Organic
C101544,2025-11-09,Influencer
C101545,2025-11-29,Organic
C101546,2025-02-13,Meta Ads
C101547,2025-06-11,Organic
C101548,2026-01-09,Influencer
C101549,2024-11-28,Meta Ads
C101550,2025-10-01,Meta Ads
C101551,2024-11-04,Organic
C101552,2025-03-27,Organic
C101553,2025-08-05,Influencer
C101554,2025-06-13,Meta Ads
C101555,2025-01-20,Referral
C101556,2025-06-23,Google Ads
C101557,2025-05-30,Influencer
C101558,2024-11-19,Meta Ads
C101559,2026-01-31,Google Ads
C101560,2025-02-23,Meta Ads
C101561,2024-10-05,Meta Ads
C101562,2025-04-29,Meta Ads
C101563,2026-01-25,Meta Ads
C101564,2025-05-26,Referral
C101565,2026-01-26,Organic
C101566,2025-11-06,Meta Ads
C101567,2025-03-13,Meta Ads
C101568,2025-04-05,Referral
C101569,2025-08-29,Google Ads
